query_label	job_title	closest_job_title	distance	rank
123	informatics nurse specialists	clinical coordinator	0	4
123	informatics nurse specialists	clinical informaticist	0	5
124	information security analysts	information security analysts	0	1
124	information security analysts	automatic data processing systems security specialist adp systems security	0	2
124	information security analysts	certified information systems security professional cissp	0	3
124	information security analysts	chief technology officer cto	0	4
124	information security analysts	computer security coordinator	0	5
125	computer programmers	computer programmers	0	1
125	computer programmers	net developer	0	2
125	computer programmers	analyst programmer	0	3
125	computer programmers	application programer analyst	0	4
125	computer programmers	application programmer analyst	0	5
126	software developers applications	software developers applications	0	1
126	software developers applications	net developer	0	2
126	software developers applications	application architect	0	3
126	software developers applications	application integration engineer	0	4
126	software developers applications	application integrator	0	5
127	software developers systems software	software developers systems software	0	1
127	software developers systems software	applications analyst	0	2
127	software developers systems software	automation engineer	0	3
127	software developers systems software	beta tester	0	4
127	software developers systems software	certified novell engineer cne	0	5
128	web developers	web developers	0	1
128	web developers	net web developer	0	2
128	web developers	computer graphic artist	0	3
128	web developers	computer graphic designer	0	4
128	web developers	computer programmer	0	5
129	database administrators	database administrators	0	1
129	database administrators	automatic data processing planner adp planner	0	2
129	database administrators	chief technology officer cto	0	3
129	database administrators	computer architect	0	4
129	database administrators	data administrator	0	5
130	network and computer systems administrators	network and computer systems administrators	0	1
130	network and computer systems administrators	application systems administrator	0	2
130	network and computer systems administrators	certified novell administrator cna	0	3
130	network and computer systems administrators	cisco certified internetwork expert ccie	0	4
130	network and computer systems administrators	cisco certified network associate ccna	0	5
131	computer network architects	computer network architects	0	1
131	computer network architects	communications analyst	0	2
131	computer network architects	communications consultant	0	3
131	computer network architects	computer network engineer	0	4
131	computer network architects	data communications analyst	0	5
132	telecommunications engineering specialists	telecommunications engineering specialists	0	1
132	telecommunications engineering specialists	communications technician	0	2
132	telecommunications engineering specialists	consultant	0	3
132	telecommunications engineering specialists	multimedia telecommunications systems integrator	0	4
132	telecommunications engineering specialists	network engineer	0	5
133	computer user support specialists	computer user support specialists	0	1
133	computer user support specialists	applications analyst	0	2
133	computer user support specialists	automatic data processing customer liaison adp customer liaison	0	3
133	computer user support specialists	call center manager	0	4
133	computer user support specialists	call center supervisor	0	5
134	computer network support specialists	computer network support specialists	0	1
134	computer network support specialists	certified novell administrator cna	0	2
134	computer network support specialists	cisco certified network professional ccnp	0	3
134	computer network support specialists	computer network specialist	0	4
134	computer network support specialists	computer network support specialist	0	5
135	computer occupations all other	computer occupations all other	0	1
135	computer occupations all other	artificial intelligence specialist	0	2
135	computer occupations all other	computer laboratory technician	0	3
135	computer occupations all other	computer or computer laboratory technician	0	4
135	computer occupations all other	computer systems hardware analyst	0	5
136	software quality assurance engineers and testers	software quality assurance engineers and testers	0	1
136	software quality assurance engineers and testers	game tester	0	2
136	software quality assurance engineers and testers	inspector	0	3
136	software quality assurance engineers and testers	product assurance engineer	0	4
136	software quality assurance engineers and testers	quality assurance analyst qa analyst	0	5
137	computer systems engineersarchitects	computer systems engineersarchitects	0	1
137	computer systems engineersarchitects	net architect	0	2
137	computer systems engineersarchitects	computer systems architect	0	3
137	computer systems engineersarchitects	electronic data interchange system developer edi system developer	0	4
137	computer systems engineersarchitects	enterprise architect	0	5
138	web administrators	web administrators	0	1
138	web administrators	computer project manager	0	2
138	web administrators	computer systems administrator	0	3
138	web administrators	computing services director	0	4
138	web administrators	corporate webmaster	0	5
139	geospatial information scientists and technologists	geospatial information scientists and technologists	0	1
139	geospatial information scientists and technologists	geographic information scientist	0	2
139	geospatial information scientists and technologists	geographic information systems administrator gis administrator	0	3
139	geospatial information scientists and technologists	geographic information systems analyst gis analyst	0	4
139	geospatial information scientists and technologists	geographic information systems application specialist gis application specialist	0	5
140	geographic information systems technicians	geographic information systems technicians	0	1
